UF;CASOS
SP;11514
SP;2385
SP;172
SP;2385
SP;2166
SP;6448
SP;563
SP;7749
SP;1758
SP;662
SP;179
SP;8760
SP;12155
SP;237
TO;270
TO;580
TO;573
TO;228
TO;1071
TO;1528
TO;232
TO;327
TO;515
TO;580
TO;809
TO;32380
TO;527
TO;2222
TO;470
TO;727
TO;1442
TO;184
TO;1015
TO;764
TO;457
TO;132
TO;732
TO;516
TO;129
TO;232
TO;488
TO;875
TO;117
TO;325
TO;785
TO;237
TO;524
TO;517
TO;203
TO;187
TO;165
TO;7289
TO;772
TO;638
TO;125
TO;420
TO;484
TO;114
TO;599
TO;1378
TO;745
TO;639
TO;309
TO;687
TO;544
TO;658
TO;420
TO;2653
TO;290
TO;963
TO;2971
TO;11186
TO;121
TO;842
TO;490
TO;368
TO;406
TO;235
TO;90
TO;1671
TO;243
TO;163
TO;126
TO;139
TO;198
TO;370
TO;176
TO;273
TO;1835
TO;2259
TO;497
TO;141
TO;537
TO;1127
TO;486
TO;1018
TO;424
TO;236
TO;84
TO;220
TO;115
TO;43842
TO;482
TO;567
TO;1083
TO;7421
TO;395
TO;351
TO;1774
TO;877
TO;498
TO;277
TO;207
TO;518
TO;347
TO;900
TO;122
TO;8702
TO;279
TO;314
TO;253
TO;266
TO;329
TO;133
TO;423
TO;272
TO;541
TO;296
TO;735
TO;329
TO;293
TO;304
TO;232
TO;156
TO;795
TO;140
TO;600
TO;162
TO;541
TO;409
TO;901
TO;631
TO;193
TO;476
TO;1119
TO;157
TO;245
TO;738
TO;2022
TO;152
TO;129
TO;856
TO;2182
