estado;casos
Santa Catarina;371
Santa Catarina;1425
Santa Catarina;418
Santa Catarina;520
Santa Catarina;538
Santa Catarina;699
Santa Catarina;8479
Santa Catarina;931
Santa Catarina;738
Santa Catarina;4924
Santa Catarina;223
Santa Catarina;487
Santa Catarina;1437
Santa Catarina;363
Santa Catarina;761
Santa Catarina;220
Santa Catarina;658
Santa Catarina;1723
Santa Catarina;1231
Santa Catarina;83
Santa Catarina;300
Santa Catarina;1156
Santa Catarina;369
Santa Catarina;297
Santa Catarina;139
Santa Catarina;3594
Santa Catarina;8028
Santa Catarina;306
Santa Catarina;449
Santa Catarina;750
Santa Catarina;166
Santa Catarina;1104
Santa Catarina;6620
Santa Catarina;4504
Santa Catarina;612
Santa Catarina;471
Santa Catarina;973
Santa Catarina;2769
Santa Catarina;33308
Santa Catarina;1674
Santa Catarina;654
Santa Catarina;901
Santa Catarina;2766
Santa Catarina;730
Santa Catarina;258
Santa Catarina;4683
Santa Catarina;719
Santa Catarina;914
Santa Catarina;3171
Santa Catarina;2597
Santa Catarina;274
Santa Catarina;1186
Santa Catarina;3443
Santa Catarina;496
Santa Catarina;2096
Santa Catarina;1305
Santa Catarina;305
Santa Catarina;6224
Santa Catarina;833
Santa Catarina;6519
Santa Catarina;694
Santa Catarina;1997
Santa Catarina;778
Santa Catarina;1111
Santa Catarina;875
Santa Catarina;1141
Santa Catarina;19561
Santa Catarina;1006
Santa Catarina;1943
Santa Catarina;341
Santa Catarina;717
Santa Catarina;228
Santa Catarina;3460
Santa Catarina;302
Santa Catarina;488
Santa Catarina;758
Santa Catarina;494
Santa Catarina;9766
Santa Catarina;370
Santa Catarina;281
Santa Catarina;9285
Santa Catarina;358
Santa Catarina;4002
Santa Catarina;791
Sergipe;215
Sergipe;2110
Sergipe;114897
Sergipe;1163
Sergipe;1830
Sergipe;6591
Sergipe;2415
Sergipe;410
Sergipe;2001
Sergipe;293
Sergipe;2009
Sergipe;2390
Sergipe;2079
Sergipe;916
Sergipe;923
Sergipe;550
Sergipe;274
Sergipe;824
Sergipe;6856
Sergipe;225
Sergipe;1501
Sergipe;436
Sergipe;348
Sergipe;451
Sergipe;353
Sergipe;417
Sergipe;11733
Sergipe;2627
Sergipe;157
Sergipe;2817
Sergipe;1233
Sergipe;357
Sergipe;7087
Sergipe;1710
Sergipe;589
Sergipe;275
Sergipe;1004
Sergipe;1049
Sergipe;1098
Sergipe;730
Sergipe;268
Sergipe;1231
Sergipe;712
Sergipe;2566
Sergipe;1912
Sergipe;390
Sergipe;16780
Sergipe;746
Sergipe;238
Sergipe;605
Sergipe;282
Sergipe;647
Sergipe;967
Sergipe;1814
Sergipe;1524
Sergipe;3077
Sergipe;1384
Sergipe;691
Sergipe;1525
Sergipe;798
Sergipe;1501
Sergipe;691
Sergipe;336
Sergipe;565
Sergipe;600
Sergipe;9191
Sergipe;810
Sergipe;297
Sergipe;393
Sergipe;2882
Sergipe;782
Sergipe;356
Sergipe;4037
Sergipe;1003
Sergipe;1946
São Paulo;3057
São Paulo;460
São Paulo;2687
São Paulo;534
São Paulo;1707
São Paulo;392
São Paulo;288
São Paulo;3515
São Paulo;508
São Paulo;235
São Paulo;169
São Paulo;807
São Paulo;332
São Paulo;1348
São Paulo;443
São Paulo;1798
São Paulo;148
São Paulo;136
São Paulo;19984
São Paulo;3611
São Paulo;848
São Paulo;5788
São Paulo;305
São Paulo;5731
São Paulo;2437
São Paulo;240
São Paulo;206
São Paulo;2192
São Paulo;714
São Paulo;1249
São Paulo;1541
São Paulo;24380
São Paulo;2325
São Paulo;298
São Paulo;448
São Paulo;202
São Paulo;19610
São Paulo;14846
São Paulo;132
São Paulo;862
São Paulo;289
São Paulo;1144
São Paulo;622
São Paulo;4206
São Paulo;6924
São Paulo;134
São Paulo;10051
São Paulo;10049
São Paulo;1802
São Paulo;355
São Paulo;847
São Paulo;8972
São Paulo;3006
São Paulo;340
São Paulo;1497
São Paulo;954
São Paulo;368
São Paulo;457
São Paulo;2520
São Paulo;3013
São Paulo;283
São Paulo;565
São Paulo;13563
São Paulo;1482
São Paulo;27465
São Paulo;1288
São Paulo;2792
São Paulo;43084
São Paulo;3636
São Paulo;301
São Paulo;637
São Paulo;5327
São Paulo;828
São Paulo;13687
São Paulo;1310
São Paulo;1000
São Paulo;1212
São Paulo;687
São Paulo;5267
São Paulo;1948
São Paulo;154
São Paulo;104
São Paulo;865
São Paulo;1409
São Paulo;214
São Paulo;12941
São Paulo;15898
São Paulo;485
São Paulo;342
São Paulo;2565
São Paulo;655
São Paulo;2320
São Paulo;2182
São Paulo;262
São Paulo;366
São Paulo;3423
São Paulo;7496
São Paulo;2312
São Paulo;1223
São Paulo;703
São Paulo;100
São Paulo;7588
São Paulo;316
São Paulo;4233
São Paulo;3117
São Paulo;888
São Paulo;1027
São Paulo;511
São Paulo;88844
São Paulo;4723
São Paulo;4365
São Paulo;272
São Paulo;678
São Paulo;196
São Paulo;3794
São Paulo;126
São Paulo;745
São Paulo;4496
São Paulo;1332
São Paulo;4032
São Paulo;15480
São Paulo;28222
São Paulo;897
São Paulo;2427
São Paulo;202
São Paulo;1968
São Paulo;11972
São Paulo;732
São Paulo;962
São Paulo;1441
São Paulo;5093
São Paulo;1690
São Paulo;1147
São Paulo;877
São Paulo;850
São Paulo;1202
São Paulo;511
São Paulo;2050
São Paulo;2002
São Paulo;4256
São Paulo;551
São Paulo;432
São Paulo;373
São Paulo;6414
São Paulo;611
São Paulo;12565
São Paulo;1660
São Paulo;1008
São Paulo;149
São Paulo;5596
São Paulo;12153
São Paulo;769
São Paulo;3123
São Paulo;23158
São Paulo;153
São Paulo;1188
São Paulo;509
São Paulo;1377
São Paulo;174
São Paulo;667
São Paulo;4813
São Paulo;818
São Paulo;1137
São Paulo;694
São Paulo;1145
São Paulo;1186
São Paulo;465
São Paulo;98
São Paulo;9028
São Paulo;4474
São Paulo;343
São Paulo;2259
São Paulo;4146
São Paulo;278
São Paulo;668
São Paulo;1150
São Paulo;294
São Paulo;301
São Paulo;1150
São Paulo;764
São Paulo;8811
São Paulo;196
São Paulo;9175
São Paulo;115
São Paulo;185
São Paulo;1145
São Paulo;272
São Paulo;29289
São Paulo;9959
São Paulo;10840
São Paulo;232
São Paulo;441
São Paulo;4005
São Paulo;155
São Paulo;1181
São Paulo;832
São Paulo;954
São Paulo;376
São Paulo;1232
São Paulo;470
São Paulo;4217
São Paulo;1749
São Paulo;1969
São Paulo;1644
São Paulo;714
São Paulo;936
São Paulo;153
São Paulo;255
São Paulo;3447
São Paulo;1716
São Paulo;7597
São Paulo;3014
São Paulo;3652
São Paulo;19915
São Paulo;55955
São Paulo;326
São Paulo;456
São Paulo;891
São Paulo;1682
São Paulo;18132
São Paulo;1181
São Paulo;327
São Paulo;261
São Paulo;3150
São Paulo;1527
São Paulo;620
São Paulo;8787
São Paulo;4096
São Paulo;1048
São Paulo;801
São Paulo;1778
São Paulo;1265
São Paulo;1871
São Paulo;2184
São Paulo;1138
São Paulo;2262
São Paulo;6475
São Paulo;21380
São Paulo;216
São Paulo;287
São Paulo;415
São Paulo;1766
São Paulo;2421
São Paulo;581
São Paulo;898
São Paulo;392
São Paulo;1552
São Paulo;3974
São Paulo;807
São Paulo;639
São Paulo;2050
São Paulo;2278
São Paulo;1906
São Paulo;488
São Paulo;5220
São Paulo;235
São Paulo;7119
São Paulo;14634
São Paulo;7021
São Paulo;10401
São Paulo;6845
São Paulo;505
São Paulo;4932
São Paulo;1283
São Paulo;1260
São Paulo;230
São Paulo;16180
São Paulo;5241
São Paulo;1178
São Paulo;9191
São Paulo;2230
São Paulo;1293
São Paulo;264
São Paulo;542
São Paulo;15890
São Paulo;5242
São Paulo;1476
São Paulo;482
São Paulo;6307
São Paulo;20859
São Paulo;800
São Paulo;1497
São Paulo;4669
São Paulo;5523
São Paulo;334
São Paulo;6371
São Paulo;3540
São Paulo;2183
São Paulo;7956
São Paulo;240
São Paulo;918
São Paulo;553
São Paulo;4809
São Paulo;185
São Paulo;414
São Paulo;42009
São Paulo;1502
São Paulo;1611
São Paulo;1705
São Paulo;183
São Paulo;3806
São Paulo;833
São Paulo;283
São Paulo;11056
São Paulo;10992
São Paulo;15821
São Paulo;654
São Paulo;8160
São Paulo;4358
São Paulo;234
São Paulo;3648
São Paulo;1403
São Paulo;174
São Paulo;1603
São Paulo;208
São Paulo;244
São Paulo;191
São Paulo;2563
São Paulo;608
São Paulo;327
São Paulo;202
São Paulo;3468
São Paulo;6059
São Paulo;724
São Paulo;87
São Paulo;1779
São Paulo;413
São Paulo;200
São Paulo;24565
São Paulo;172
São Paulo;1147
São Paulo;4410
São Paulo;23926
São Paulo;774
São Paulo;294
São Paulo;143
São Paulo;976
São Paulo;1141
São Paulo;306
São Paulo;1937
São Paulo;1867
São Paulo;775
São Paulo;7519
São Paulo;433
São Paulo;5140
São Paulo;26570
São Paulo;14985
São Paulo;8561
São Paulo;366
São Paulo;215
São Paulo;1452
São Paulo;534
São Paulo;4661
São Paulo;2559
São Paulo;2057
São Paulo;503
São Paulo;4903
São Paulo;220
São Paulo;4244
São Paulo;904
São Paulo;327
São Paulo;327
São Paulo;193
São Paulo;742
São Paulo;167
São Paulo;1325
São Paulo;1177
São Paulo;1107
São Paulo;431
São Paulo;944
São Paulo;712
São Paulo;193
São Paulo;56
São Paulo;675
São Paulo;2620
São Paulo;197
São Paulo;370
São Paulo;305
São Paulo;5317
São Paulo;284
São Paulo;4825
São Paulo;340
São Paulo;327
São Paulo;89
São Paulo;8599
São Paulo;763
São Paulo;297
São Paulo;1198
São Paulo;4022
São Paulo;37642
São Paulo;259
São Paulo;3424
São Paulo;11408
São Paulo;471
São Paulo;1058
São Paulo;1102
São Paulo;599
São Paulo;1251
São Paulo;638
São Paulo;2400
São Paulo;1121
São Paulo;3926
São Paulo;1127
São Paulo;434
São Paulo;1618
São Paulo;381
São Paulo;1127
São Paulo;679
São Paulo;2093
São Paulo;373
São Paulo;840
São Paulo;425
São Paulo;12985
São Paulo;125
São Paulo;599
São Paulo;3742
São Paulo;173
São Paulo;199
São Paulo;265
São Paulo;3314
São Paulo;375
São Paulo;373
São Paulo;5740
São Paulo;1955
São Paulo;944
São Paulo;5696
São Paulo;607
São Paulo;3960
São Paulo;2454
São Paulo;10073
São Paulo;1156
São Paulo;713
São Paulo;203
São Paulo;310
São Paulo;2796
São Paulo;52034
São Paulo;1570
São Paulo;1909
São Paulo;1443
São Paulo;1379
São Paulo;2289
São Paulo;7729
São Paulo;762
São Paulo;4445
São Paulo;546
São Paulo;276
São Paulo;6600
São Paulo;632
São Paulo;834
São Paulo;273
São Paulo;4715
São Paulo;178
São Paulo;291
São Paulo;173
São Paulo;767
São Paulo;6706
São Paulo;5304
São Paulo;1611
São Paulo;2424
São Paulo;172
São Paulo;1672
São Paulo;18123
São Paulo;695
São Paulo;248
São Paulo;1125
São Paulo;2535
São Paulo;25114
São Paulo;2765
São Paulo;4755
São Paulo;157
São Paulo;1075
São Paulo;303
São Paulo;892
São Paulo;482
São Paulo;877
São Paulo;3562
São Paulo;98
São Paulo;603
São Paulo;282
São Paulo;5805
São Paulo;491
São Paulo;327
São Paulo;809
São Paulo;1328
São Paulo;253
São Paulo;540
São Paulo;69
São Paulo;357
São Paulo;7595
São Paulo;63287
São Paulo;375
São Paulo;413
São Paulo;343
São Paulo;11011
São Paulo;2785
São Paulo;1935
São Paulo;1686
São Paulo;473
São Paulo;1080
São Paulo;1309
São Paulo;143
São Paulo;338
São Paulo;263
São Paulo;196
São Paulo;414
São Paulo;1594
São Paulo;514
São Paulo;294
São Paulo;716
São Paulo;9348
São Paulo;3433
São Paulo;726
São Paulo;275
São Paulo;1383
São Paulo;570
São Paulo;17694
São Paulo;917
São Paulo;210
São Paulo;551
São Paulo;179
São Paulo;3448
São Paulo;5073
São Paulo;488
São Paulo;3773
São Paulo;3192
São Paulo;5294
São Paulo;603
São Paulo;617
São Paulo;160
São Paulo;250
São Paulo;1486
São Paulo;1917
São Paulo;174
São Paulo;43
São Paulo;12505
São Paulo;1272
São Paulo;55797
São Paulo;695
São Paulo;2588
São Paulo;528
São Paulo;436
São Paulo;526
São Paulo;155
São Paulo;483
São Paulo;53317
São Paulo;623
São Paulo;64918
São Paulo;16404
São Paulo;20613
São Paulo;199
São Paulo;6672
São Paulo;153
São Paulo;134
São Paulo;121
São Paulo;5387
São Paulo;266
São Paulo;258
São Paulo;2522
São Paulo;79222
São Paulo;78135
São Paulo;641
São Paulo;71
São Paulo;4617
São Paulo;1700
São Paulo;821875
São Paulo;4147
São Paulo;557
São Paulo;5627
São Paulo;7430
São Paulo;956
São Paulo;819
São Paulo;16595
São Paulo;324
São Paulo;107
São Paulo;129
São Paulo;1070
São Paulo;2370
São Paulo;4154
São Paulo;14746
São Paulo;1621
São Paulo;2028
São Paulo;405
São Paulo;3544
São Paulo;59577
São Paulo;828
São Paulo;21374
São Paulo;301
São Paulo;19340
São Paulo;1472
São Paulo;1627
São Paulo;16712
São Paulo;555
São Paulo;1710
São Paulo;309
São Paulo;786
São Paulo;2057
São Paulo;3664
São Paulo;549
São Paulo;1295
São Paulo;321
São Paulo;5188
São Paulo;2977
São Paulo;312
São Paulo;636
São Paulo;1496
São Paulo;5740
São Paulo;23293
São Paulo;129
São Paulo;2141
São Paulo;841
São Paulo;3192
São Paulo;116
São Paulo;100
São Paulo;1042
São Paulo;92
São Paulo;2287
São Paulo;611
São Paulo;169
São Paulo;5606
São Paulo;1373
São Paulo;169
São Paulo;158
São Paulo;878
São Paulo;6027
São Paulo;331
São Paulo;1197
São Paulo;171
São Paulo;1076
São Paulo;142
São Paulo;693
São Paulo;1701
São Paulo;11514
São Paulo;2385
São Paulo;172
São Paulo;2385
São Paulo;2166
São Paulo;6448
São Paulo;563
São Paulo;7749
São Paulo;1758
São Paulo;662
São Paulo;179
São Paulo;8760
São Paulo;12155
São Paulo;237
Tocantins;270
Tocantins;580
Tocantins;573
Tocantins;228
Tocantins;1071
Tocantins;1528
Tocantins;232
Tocantins;327
Tocantins;515
Tocantins;580
Tocantins;809
Tocantins;32380
Tocantins;527
Tocantins;2222
Tocantins;470
Tocantins;727
Tocantins;1442
Tocantins;184
Tocantins;1015
Tocantins;764
Tocantins;457
Tocantins;132
Tocantins;732
Tocantins;516
Tocantins;129
Tocantins;232
Tocantins;488
Tocantins;875
Tocantins;117
Tocantins;325
Tocantins;785
Tocantins;237
Tocantins;524
Tocantins;517
Tocantins;203
Tocantins;187
Tocantins;165
Tocantins;7289
Tocantins;772
Tocantins;638
Tocantins;125
Tocantins;420
Tocantins;484
Tocantins;114
Tocantins;599
Tocantins;1378
Tocantins;745
Tocantins;639
Tocantins;309
Tocantins;687
Tocantins;544
Tocantins;658
Tocantins;420
Tocantins;2653
Tocantins;290
Tocantins;963
Tocantins;2971
Tocantins;11186
Tocantins;121
Tocantins;842
Tocantins;490
Tocantins;368
Tocantins;406
Tocantins;235
Tocantins;90
Tocantins;1671
Tocantins;243
Tocantins;163
Tocantins;126
Tocantins;139
Tocantins;198
Tocantins;370
Tocantins;176
Tocantins;273
Tocantins;1835
Tocantins;2259
Tocantins;497
Tocantins;141
Tocantins;537
Tocantins;1127
Tocantins;486
Tocantins;1018
Tocantins;424
Tocantins;236
Tocantins;84
Tocantins;220
Tocantins;115
Tocantins;43842
Tocantins;482
Tocantins;567
Tocantins;1083
Tocantins;7421
Tocantins;395
Tocantins;351
Tocantins;1774
Tocantins;877
Tocantins;498
Tocantins;277
Tocantins;207
Tocantins;518
Tocantins;347
Tocantins;900
Tocantins;122
Tocantins;8702
Tocantins;279
Tocantins;314
Tocantins;253
Tocantins;266
Tocantins;329
Tocantins;133
Tocantins;423
Tocantins;272
Tocantins;541
Tocantins;296
Tocantins;735
Tocantins;329
Tocantins;293
Tocantins;304
Tocantins;232
Tocantins;156
Tocantins;795
Tocantins;140
Tocantins;600
Tocantins;162
Tocantins;541
Tocantins;409
Tocantins;901
Tocantins;631
Tocantins;193
Tocantins;476
Tocantins;1119
Tocantins;157
Tocantins;245
Tocantins;738
Tocantins;2022
Tocantins;152
Tocantins;129
Tocantins;856
Tocantins;2182
